country_code,country_name,indicator_code,indicator_name,category,year,value
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2002,5903455448266.276
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2003,6560156364351.631
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2004,7098785702607.751
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2005,8026685531600.706
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2006,8447116426365.409
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2007,9222496443713.51
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2008,10286919324337.809
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2009,11313434581927.604
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2010,12274493315919.46
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2011,13458515571765.02
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2012,14776836059553.404
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2013,16003957082370.621
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2014,17379902674251.936
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2015,19118516478661.082
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2016,21071576048750.133
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2017,22808837173265.73
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2018,25117191886608.67
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2019,27504110337309.902
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2020,30035378036949.855
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2021,32970191364229.074
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2022,36054162142557.97
JPN,Japan,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2023,39617118902291.875
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2000,1974178742943.1523
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2001,2109873118338.0813
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2002,2312663751986.5024
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2003,2521999015981.3936
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2004,2832131027225.48
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2005,3036102281148.0947
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2006,3343473211086.151
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2007,3690563431717.7666
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2008,3977929704120.176
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2009,4371967913438.028
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2010,4724415902397.499
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2011,5205690554938.551
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2012,5719983404502.29
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2013,6299100323682.725
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2014,6921118137987.785
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2015,7521259579145.715
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2016,8240550050032.068
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2017,9011995608857.916
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2018,9895831020724.232
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2019,10816315734117.6
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2020,11807486594906.137
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2021,12868342100199.633
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2022,14158580848323.412
DEU,Germany,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2023,15468265917796.771
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2000,1710979847760.455
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2001,1826272173592.1487
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2002,2064586567291.183
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2003,2175654162957.774
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2004,2446868340152.154
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2005,2622926323453.663
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2006,2848488074939.914
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2007,3097919508420.187
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2008,3425859041353.8955
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2009,3801545260023.6914
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2010,4134804103819.0376
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2011,4517370289889.752
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2012,4838260706338.18
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2013,5404473910775.234
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2014,5906019354424.911
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2015,6423533098364.809
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2016,7027607376553.817
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2017,7712278124150.061
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2018,8496271695850.825
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2019,9198125304271.38
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2020,10088622577409.426
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2021,11099829308003.646
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2022,12080479348518.004
GBR,United Kingdom,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2023,13222288607514.887
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2000,1362659516646.252
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2001,1454313954794.5952
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2002,1634198129545.7422
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2003,1748650054359.5334
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2004,1973405397843.804
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2005,2132991090645.6467
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2006,2395878668469.6665
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2007,2561189249767.551
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2008,2831175920615.458
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2009,3021706081849.2886
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2010,3341738041029.6562
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2011,3668868444184.18
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2012,4052247798428.8047
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2013,4336189074884.589
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2014,4821518078107.72
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2015,5262183550923.678
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2016,5781858767639.389
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2017,6300097364419.443
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2018,6873619166761.686
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2019,7505198739077.272
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2020,8193570063276.281
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2021,9007656905423.945
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2022,9844916307702.305
FRA,France,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2023,10832710711871.066
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2000,471170823141.0245
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2001,524977671530.6422
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2002,556104408665.397
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2003,621080330002.5272
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2004,686189481521.3513
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2005,755945490998.2465
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2006,832350163354.5176
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2007,895199072706.9104
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2008,969306125330.8936
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2009,1076620002455.826
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2010,1178162740940.7324
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2011,1288409263901.275
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2012,1397931401208.1282
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2013,1547702975731.0732
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2014,1682464576463.3164
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2015,1846668305033.6267
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2016,2025426563417.8564
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2017,2208682802175.194
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2018,2413057443907.9106
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2019,2657852291369.509
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2020,2888006767535.849
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2021,3154615362076.902
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2022,3455856569460.3447
IND,India,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2023,3794286240311.095
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2000,656555133578.217
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2001,723488003109.2366
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2002,799841454713.137
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2003,851308267436.3055
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2004,916212702559.8
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2005,1031166924790.096
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2006,1126994020539.3462
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2007,1221869996078.998
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2008,1357064984563.402
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2009,1480338863911.5864
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2010,1598005637084.8494
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2011,1769547241005.4443
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2012,1926196130986.2944
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2013,2090977547196.452
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2014,2315084722277.4897
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2015,2526021410997.018
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2016,2754792554153.3545
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2017,3031756405794.704
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2018,3316168179215.0527
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2019,3613904030734.052
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2020,3967763702886.4834
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2021,4348983836747.337
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2022,4734660722352.98
BRA,Brazil,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2023,5195748801550.375
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2000,576031746245.5447
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2001,656348826192.8994
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2002,668143470934.7979
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2003,762549194512.153
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2004,822069800158.8762
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2005,902193543079.8176
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2006,1010326257626.4138
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2007,1081404930953.7374
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2008,1209169200798.3738
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2009,1289701455764.0835
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2010,1420769290742.7332
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2011,1544496492853.8804
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2012,1688178695508.384
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2013,1856587565409.1377
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2014,2027387552750.4385
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2015,2224209808728.9805
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2016,2406870869553.832
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2017,2683138277417.4565
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2018,2908656217951.627
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2019,3204760082543.2417
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2020,3472995007809.1094
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2021,3816126371599.2354
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2022,4208280092461.757
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP（现价美元）,经济,2023,4554678835691.92
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2000,401618917878.6636
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2001,448463054501.3697
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2002,499560192510.6606
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2003,548066138135.2719
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2004,604082613804.7982
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2005,647153182134.2332
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2006,697160204655.869
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2007,773728733034.3844
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2008,860804393119.528
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2009,934489593252.3174
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2010,1002072234876.072
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2011,1113880845035.8167
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2012,1230674165937.2742
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2013,1351512770924.7485
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2014,1464175261138.4062
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2015,1599535192858.5273
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2016,1737099165305.651
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2017,1904943153435.6584
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2018,2092367854357.592
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2019,2293156529030.274
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2020,2509357975369.4307
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2021,2736459067115.323
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2022,2988957514205.3125
AUS,Australia,NY.GDP.MKTP.CD,GDP（现价美元）,经济,2023,3274436737145.3804
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2000,936.8092
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2001,1051.2129
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2002,1081.0474
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2003,1212.7357
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2004,1329.2942
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2005,1459.8521
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2006,1551.1829
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2007,1698.0996
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2008,1811.0723
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2009,1955.9238
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2010,2121.3589
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2011,2341.3471
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2012,2523.6861
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2013,2722.5674
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2014,3003.0697
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2015,3183.3718
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2016,3461.0758
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2017,3742.349
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2018,4043.3915
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2019,4429.1881
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2020,4778.8548
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2021,5118.7262
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2022,5566.4584
CHN,China,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2023,6046.5957
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2000,37020.9406
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2001,38502.7957
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2002,41130.1669
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2003,44947.29
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2004,50144.4668
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2005,54301.7751
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2006,59157.5769
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2007,63250.9197
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2008,68234.2588
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2009,73409.2907
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2010,81360.9444
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2011,88147.0636
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2012,95920.2288
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2013,103701.4502
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2014,111574.9041
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2015,122001.8731
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2016,130998.1065
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2017,141534.4961
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2018,153464.8608
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2019,166231.2807
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2020,178959.2098
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2021,195688.4768
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2022,212045.5096
USA,United States,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2023,229244.7278
JPN,Japan,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2000,38613.7338
JPN,Japan,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2001,42726.8977
JPN,Japan,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2002,47315.0408
JPN,Japan,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2003,49828.6143
JPN,Japan,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2004,53548.5153
JPN,Japan,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2005,57975.8737
JPN,Japan,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2006,63251.8312
JPN,Japan,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2007,67588.2006
JPN,Japan,NY.GDP.PCAP.CD,人均GDP（现价美元）,经济,2008,74192.7087
